model,model_url,part_name,guide_title,guide_link,guide_id,image_url,local_image_filename,local_image_path
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Back Glass,iPhone 17e Back Glass Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Back+Glass+Replacement/212406?lang=en,212406,https://guide-images.cdn.ifixit.com/igi/jVGEuqtHXfXjCM5C.large,Back Glass.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Back Glass.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Battery,iPhone 17e Battery Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Battery+Replacement/212408?lang=en,212408,https://guide-images.cdn.ifixit.com/igi/wrM1FnC5XEe1F1Rj.large,Battery.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Battery.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Earpiece Speaker,iPhone 17e Earpiece Speaker Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Earpiece+Speaker+Replacement/212434?lang=en,212434,https://guide-images.cdn.ifixit.com/igi/LPEE3OVCWqdY5iwK.large,Earpiece Speaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Earpiece Speaker.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Front Camera Assembly,iPhone 17e Front Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Front+Camera+Assembly+Replacement/212438?lang=en,212438,https://guide-images.cdn.ifixit.com/igi/J2QWnVyCNqIPJY2Z.large,Front Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Front Camera Assembly.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Loudspeaker,iPhone 17e Loudspeaker Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Loudspeaker+Replacement/212443?lang=en,212443,https://guide-images.cdn.ifixit.com/igi/mMfP6RTZYi6HATlQ.large,Loudspeaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Loudspeaker.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Microphone,iPhone 17e Microphone Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Microphone+Replacement/212445?lang=en,212445,https://guide-images.cdn.ifixit.com/igi/D4gVrdfyLccERZLD.large,Microphone.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Microphone.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Rear Camera Assembly,iPhone 17e Rear Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Rear+Camera+Assembly+Replacement/212446?lang=en,212446,https://guide-images.cdn.ifixit.com/igi/EqIfOCeCTOIZQSea.large,Rear Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Rear Camera Assembly.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Screen,iPhone 17e Screen Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Screen+Replacement/212404?lang=en,212404,https://guide-images.cdn.ifixit.com/igi/FyRmQxJwwYPNXVDF.large,Screen.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Screen.jpg
iPhone 17e,https://zh.ifixit.com/Device/iPhone_17e,Taptic Engine,iPhone 17e Taptic Engine Replacement,https://zh.ifixit.com/Guide/iPhone+17e+Taptic+Engine+Replacement/212447?lang=en,212447,https://guide-images.cdn.ifixit.com/igi/IQAOBFtRQAfLK6g6.large,Taptic Engine.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17e\Taptic Engine.jpg
iPhone Air,https://zh.ifixit.com/Device/iPhone_Air,屏幕,iPhone Air 屏幕更换,https://zh.ifixit.com/Guide/iPhone+Air+%E5%B1%8F%E5%B9%95%E6%9B%B4%E6%8D%A2/196410,196410,https://guide-images.cdn.ifixit.com/igi/Nhidj6Zds5eAZUsO.large,屏幕.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone Air\屏幕.jpg
iPhone Air,https://zh.ifixit.com/Device/iPhone_Air,玻璃背板,iPhone Air 玻璃背板更换,https://zh.ifixit.com/Guide/iPhone+Air+%E7%8E%BB%E7%92%83%E8%83%8C%E6%9D%BF%E6%9B%B4%E6%8D%A2/196411,196411,https://guide-images.cdn.ifixit.com/igi/KwZXWVoIYZDeqnWB.large,玻璃背板.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone Air\玻璃背板.jpg
iPhone Air,https://zh.ifixit.com/Device/iPhone_Air,电池,iPhone Air 电池更换,https://zh.ifixit.com/Guide/iPhone+Air+%E7%94%B5%E6%B1%A0%E6%9B%B4%E6%8D%A2/196436,196436,https://guide-images.cdn.ifixit.com/igi/rUCKeCXJZV2KhrhI.large,电池.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone Air\电池.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Front Camera Assembly,iPhone 17 Pro Max Front Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Front+Camera+Assembly+Replacement/205750?lang=en,205750,https://guide-images.cdn.ifixit.com/igi/hbCdqfBMIQiVDvAb.large,Front Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Front Camera Assembly.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,LiDAR Module,iPhone 17 Pro Max LiDAR Module Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+LiDAR+Module+Replacement/206496?lang=en,206496,https://guide-images.cdn.ifixit.com/igi/xOEnXSrHgGXeYEoK.large,LiDAR Module.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\LiDAR Module.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Logic Board,iPhone 17 Pro Max Logic Board Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Logic+Board+Replacement/206492?lang=en,206492,https://guide-images.cdn.ifixit.com/igi/QGwkISvNcrOXnIVG.large,Logic Board.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Logic Board.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Loudspeaker,iPhone 17 Pro Max Loudspeaker Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Loudspeaker+Replacement/206233?lang=en,206233,https://guide-images.cdn.ifixit.com/igi/Iml6BX3BmHxJwVnU.large,Loudspeaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Loudspeaker.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Lower Microphone,iPhone 17 Pro Max Lower Microphone Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Lower+Microphone+Replacement/206256?lang=en,206256,https://guide-images.cdn.ifixit.com/igi/ZXhHdLXqI2vooJSu.large,Lower Microphone.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Lower Microphone.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Rear Camera Assembly,iPhone 17 Pro Max Rear Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Rear+Camera+Assembly+Replacement/206027?lang=en,206027,https://guide-images.cdn.ifixit.com/igi/ABOdIVYGP6gbVn5H.large,Rear Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Rear Camera Assembly.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Screen,iPhone 17 Pro Max Screen Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Screen+Replacement/198145?lang=en,198145,https://guide-images.cdn.ifixit.com/igi/aYVunj2SlocV1AqC.large,Screen.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Screen.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Taptic Engine,iPhone 17 Pro Max Taptic Engine Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Taptic+Engine+Replacement/206250?lang=en,206250,https://guide-images.cdn.ifixit.com/igi/cQmCGtsmeFItdIpe.large,Taptic Engine.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Taptic Engine.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,Top Speaker,iPhone 17 Pro Max Top Speaker Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+Top+Speaker+Replacement/206223?lang=en,206223,https://guide-images.cdn.ifixit.com/igi/DV2c214bTQ3c45HF.large,Top Speaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\Top Speaker.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,USB-C Port Assembly,iPhone 17 Pro Max USB-C Port Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+USB-C+Port+Assembly+Replacement/206397?lang=en,206397,https://guide-images.cdn.ifixit.com/igi/KTNq5Ij42gtdQwj1.large,USB-C Port Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\USB-C Port Assembly.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,电池,iPhone 17 Pro Max 电池更换,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+%E7%94%B5%E6%B1%A0%E6%9B%B4%E6%8D%A2/198146,198146,https://guide-images.cdn.ifixit.com/igi/yiJoxYYpxFRClq6n.large,电池.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\电池.jpg
iPhone 17 Pro Max,https://zh.ifixit.com/Device/iPhone_17_Pro_Max,背面玻璃,iPhone 17 Pro Max 背面玻璃更换,https://zh.ifixit.com/Guide/iPhone+17+Pro+Max+%E8%83%8C%E9%9D%A2%E7%8E%BB%E7%92%83%E6%9B%B4%E6%8D%A2/198148,198148,https://guide-images.cdn.ifixit.com/igi/TLyuSMOmirhUhUEo.large,背面玻璃.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro Max\背面玻璃.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Battery,iPhone 17 Pro Battery Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Battery+Replacement/199458?lang=en,199458,https://guide-images.cdn.ifixit.com/igi/bmsEFqK5vNPSxtdd.large,Battery.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Battery.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Front Camera Assembly,iPhone 17 Pro Front Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Front+Camera+Assembly+Replacement/207490?lang=en,207490,https://guide-images.cdn.ifixit.com/igi/5kGDM6N1wf3tOQjW.large,Front Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Front Camera Assembly.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,LiDAR Module,iPhone 17 Pro LiDAR Module Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+LiDAR+Module+Replacement/207485?lang=en,207485,https://guide-images.cdn.ifixit.com/igi/6YNCNMZwCLoAnq1W.large,LiDAR Module.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\LiDAR Module.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Logic Board,iPhone 17 Pro Logic Board Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Logic+Board+Replacement/207488?lang=en,207488,https://guide-images.cdn.ifixit.com/igi/HnIiAfHlCCZntlEW.large,Logic Board.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Logic Board.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Loudspeaker,iPhone 17 Pro Loudspeaker Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Loudspeaker+Replacement/207494?lang=en,207494,https://guide-images.cdn.ifixit.com/igi/jSFURIVcOTyDxugS.large,Loudspeaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Loudspeaker.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Lower Microphone,iPhone 17 Pro Lower Microphone Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Lower+Microphone+Replacement/207496?lang=en,207496,https://guide-images.cdn.ifixit.com/igi/ZpR1LcCESoUJIvCR.large,Lower Microphone.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Lower Microphone.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Rear Camera Assembly,iPhone 17 Pro Rear Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Rear+Camera+Assembly+Replacement/207381?lang=en,207381,https://guide-images.cdn.ifixit.com/igi/LsfYuxVQoLQShOwd.large,Rear Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Rear Camera Assembly.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Screen,iPhone 17 Pro Screen Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Screen+Replacement/199459?lang=en,199459,https://guide-images.cdn.ifixit.com/igi/36Do3pXV6YqxNw5l.large,Screen.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Screen.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Taptic Engine,iPhone 17 Pro Taptic Engine Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Taptic+Engine+Replacement/207495?lang=en,207495,https://guide-images.cdn.ifixit.com/igi/3JaW6OxawfI2xrvG.large,Taptic Engine.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Taptic Engine.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,Top Speaker,iPhone 17 Pro Top Speaker Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+Top+Speaker+Replacement/207493?lang=en,207493,https://guide-images.cdn.ifixit.com/igi/SfJBIvDGfFDwFGUN.large,Top Speaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\Top Speaker.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,USB-C Port Assembly,iPhone 17 Pro USB-C Port Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+17+Pro+USB-C+Port+Assembly+Replacement/207498?lang=en,207498,https://guide-images.cdn.ifixit.com/igi/SB2ahjmOSW2ATPtN.large,USB-C Port Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\USB-C Port Assembly.jpg
iPhone 17 Pro,https://zh.ifixit.com/Device/iPhone_17_Pro,背面玻璃,iPhone 17 Pro 更换背面玻璃,https://zh.ifixit.com/Guide/iPhone+17+Pro+%E6%9B%B4%E6%8D%A2%E8%83%8C%E9%9D%A2%E7%8E%BB%E7%92%83/199457,199457,https://guide-images.cdn.ifixit.com/igi/TLyuSMOmirhUhUEo.large,背面玻璃.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17 Pro\背面玻璃.jpg
iPhone 17,https://zh.ifixit.com/Device/iPhone_17,屏幕,iPhone 17 屏幕更换,https://zh.ifixit.com/Guide/iPhone+17+%E5%B1%8F%E5%B9%95%E6%9B%B4%E6%8D%A2/196400,196400,https://guide-images.cdn.ifixit.com/igi/XS41v6eakj2pSGxB.large,屏幕.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17\屏幕.jpg
iPhone 17,https://zh.ifixit.com/Device/iPhone_17,电池,iPhone 17 电池更换,https://zh.ifixit.com/Guide/iPhone+17+%E7%94%B5%E6%B1%A0%E6%9B%B4%E6%8D%A2/196398,196398,https://guide-images.cdn.ifixit.com/igi/2DUQc3oGgMwVqUJ6.large,电池.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17\电池.jpg
iPhone 17,https://zh.ifixit.com/Device/iPhone_17,背面玻璃,iPhone 17背面玻璃更换,https://zh.ifixit.com/Guide/iPhone+17%E8%83%8C%E9%9D%A2%E7%8E%BB%E7%92%83%E6%9B%B4%E6%8D%A2/196399,196399,https://guide-images.cdn.ifixit.com/igi/O34J5BdsTQHESqvp.large,背面玻璃.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 17\背面玻璃.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Back Glass,iPhone 16e Back Glass Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Back+Glass+Replacement/186613?lang=en,186613,https://guide-images.cdn.ifixit.com/igi/FxPAak1lwF5qAC1L.large,Back Glass.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Back Glass.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Battery,iPhone 16e Battery Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Battery+Replacement/186615?lang=en,186615,https://guide-images.cdn.ifixit.com/igi/PRJpHkVjNgZflOUm.large,Battery.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Battery.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Earpiece Speaker,iPhone 16e Earpiece Speaker Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Earpiece+Speaker+Replacement/186616?lang=en,186616,https://guide-images.cdn.ifixit.com/igi/pWfhIJpxvedYJekv.large,Earpiece Speaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Earpiece Speaker.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Front Camera Assembly,iPhone 16e Front Camera Assembly Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Front+Camera+Assembly+Replacement/186617?lang=en,186617,https://guide-images.cdn.ifixit.com/igi/RSMXrNXFsJMJVeRH.large,Front Camera Assembly.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Front Camera Assembly.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Loudspeaker,iPhone 16e Loudspeaker Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Loudspeaker+Replacement/186618?lang=en,186618,https://guide-images.cdn.ifixit.com/igi/AtqZ43vVNqIDKvSN.large,Loudspeaker.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Loudspeaker.jpg
iPhone 16e,https://zh.ifixit.com/Device/iPhone_16e,Microphone,iPhone 16e Microphone Replacement,https://zh.ifixit.com/Guide/iPhone+16e+Microphone+Replacement/186619?lang=en,186619,https://guide-images.cdn.ifixit.com/igi/LmIwQ3ITsaCMAfX1.large,Microphone.jpg,J:\pythonprojects\iphone_info_pa\iphone\iPhone 16e\Microphone.jpg
